licencia_id,nombre_registro,categoria,habitaciones,plazas,origen_coordenada,metodo_cruce,similitud,distancia_m,nombre_raspado,precio,moneda,estrellas_raspadas,puntuacion,fichero_origen,ficha_compartida,dudoso
HB-002836,Renaissance,5 estrelles,211,422,registro,coordenada,1.0,15.0,Hotel Renaissance Barcelona,369.49,EUR,5.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-002851,RIO DE CASTRO,No aplica,12,15,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-002875,Aris,No aplica,6,11,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-002895,Elkano,No aplica,14,24,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-002907,Hostal Conde Guell,No aplica,18,30,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-002912,Ramblas Barcelona,3 estrelles,88,159,registro,coordenada,1.0,5.0,Ramblas Hotel,153.28,EUR,3.0,3.5,google_hotels_2026-09-29_eur.csv,False,False
HB-002927,HOTEL BRICK (antigo Hotel Climent),1 estrella,35,56,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-002935,Hostal Ballestero,No aplica,26,34,geocodificada,coordenada,1.0,1.0,Hostal Ballestero,,EUR,2.0,3.1,google_hotels_2026-09-29_eur.csv,False,False
HB-002961,Mozart,No aplica,15,19,geocodificada,nombre_cerca,0.21,37.0,Feelathome Mozart Apartamentos - Two-Bedroom Apartment,201.38,EUR,,4.4211454,google_hotels_2026-09-29_eur.csv,False,False
HB-003049,Hostal Ramos,No aplica,29,43,geocodificada,coordenada,1.0,1.0,Hostal Ramos,127.82,EUR,2.0,4.0,google_hotels_2026-09-29_eur.csv,False,False
HB-003078,Peiró,No aplica,16,19,geocodificada,coordenada,0.56,2.0,Pensión Peiró,,EUR,1.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-003116,Casablanca,No aplica,8,14,geocodificada,coordenada,0.71,2.0,Pensión Casablanca,136.36,EUR,2.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-003147,Brustar Gòtic,No aplica,5,9,geocodificada,coordenada,1.0,14.0,BruStar Gotic,,EUR,2.0,3.1,google_hotels_2026-09-29_eur.csv,False,False
HB-003154,Peninsular,1 estrella,59,100,registro,coordenada,1.0,3.0,Hotel Peninsular,105.57,EUR,1.0,3.3,google_hotels_2026-09-29_eur.csv,False,False
HB-003249,Europark,3 estrelles,105,197,registro,coordenada,1.0,13.0,Hotel Europark,187.5,EUR,3.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-003250,Mari Luz Eva,No aplica,13,18,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-003252,Paseo de Gracia,1 estrella,33,62,registro,coordenada,1.0,14.0,Hotel Paseo de Gracia,,EUR,1.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-003272,ARENAS ATIRAM HOTEL,4 estrelles,59,110,registro,coordenada,1.0,2.0,Arenas Atiram Hotel Barcelona,176.1,EUR,4.0,4.0,google_hotels_2026-09-29_eur.csv,False,False
HB-003292,Hostal Drassanes,No aplica,13,20,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-003296,Bonanova Park,2 estrelles,60,102,registro,coordenada,1.0,7.0,Hotel Bonanova Park,136.03,EUR,2.0,3.8,google_hotels_2026-09-29_eur.csv,False,False
HB-003336,Hostal River,No aplica,24,35,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-003342,Mercure Barcelona Condor,4 estrelles,78,169,registro,coordenada,1.0,7.0,Mercure Barcelona Condor,,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-003356,Sant Antoni Hostal - Sustainable tourism,No aplica,10,16,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-003364,AC Victoria Suites,4 estrelles,58,122,registro,coordenada,1.0,36.0,AC Victoria Suites Hotel,368.58,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-003376,Portbou,No aplica,6,9,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-003411,Alba,3 estrelles,14,20,registro,coordenada,1.0,5.0,Hotel Alba,136.0,EUR,3.0,3.2,google_hotels_2026-09-29_eur.csv,False,False
HB-003443,Coronado,1 estrella,30,60,registro,sin_cruce,0.0,,,,,,,,False,False
HB-003451,Hostal Barcelona Rambla,No aplica,29,42,geocodificada,nombre,0.96,,Hostal BCN Ramblas,101.67,EUR,2.0,3.4,google_hotels_2026-09-29_eur.csv,True,True
HB-003463,Melià Barcelona,5 estrelles,333,642,registro,coordenada,0.59,19.0,Meliá Barcelona Sarrià,310.25,EUR,5.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-003487,HOTEL SOFIA,Gran luxe,466,869,registro,sin_cruce,0.0,,,,,,,,False,False
HB-003542,NH Sants Barcelona,4 estrelles,203,347,registro,coordenada,1.0,12.0,Hotel NH Sants Barcelona,161.38,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-003566,Nou Raval,No aplica,21,30,geocodificada,coordenada,0.72,13.0,Hostal Nou Raval,,EUR,3.0,2.7,google_hotels_2026-09-29_eur.csv,False,False
HB-003580,MOXY BARCELONA,4 estrelles,414,804,registro,coordenada,1.0,11.0,Moxy Barcelona,174.49,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-003643,Alguer Nou,2 estrelles,33,59,registro,coordenada,0.8,3.0,Hotel Alguer Camp Nou,108.73,EUR,2.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-003657,Som Nit Triomf,No aplica,11,19,geocodificada,coordenada,1.0,10.0,Som Nit Triomf,168.81,EUR,,4.0,google_hotels_2026-09-29_eur.csv,True,True
HB-003662,Miami,No aplica,38,59,geocodificada,coordenada,0.77,8.0,HOTELES MIAMI SL,,EUR,2.0,3.4,google_hotels_2026-09-29_eur.csv,False,False
HB-003666,NH Les Corts,3 estrelles,81,155,registro,coordenada,1.0,19.0,Hotel NH Barcelona Les Corts,138.83,EUR,3.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-003669,Hostal Baires,No aplica,17,26,geocodificada,coordenada,1.0,4.0,Hostal Baires,,EUR,1.0,2.8,google_hotels_2026-09-29_eur.csv,False,False
HB-003673,Bèjar,No aplica,7,10,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-003687,Eurostars Mitre,3 estrelles,57,105,registro,coordenada,0.58,8.0,Exe Mitre Hotel,149.1,EUR,3.0,4.0,google_hotels_2026-09-29_eur.csv,False,False
HB-003693,San Ramón,No aplica,30,50,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-003712,Augusta,3 estrelles,30,90,registro,nombre_unico,0.78,,Hotel Via Augusta,146.83,EUR,2.0,4.3,google_hotels_2026-09-29_eur.csv,True,True
HB-003726,Romay,No aplica,9,15,geocodificada,coordenada,0.59,11.0,Hostal Romay,,EUR,,2.8,google_hotels_2026-09-29_eur.csv,False,False
HB-003728,HOTEL CASA TEVA,1 estrella,54,86,registro,coordenada,1.0,11.0,Hotel Casa Teva Barcelona,182.04,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-003748,Canadiense,No aplica,8,15,geocodificada,coordenada,1.0,5.0,Canadiense,,EUR,1.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-003751,Gran Derby,4 estrelles,43,86,registro,coordenada,0.61,7.0,"Gran Derby Suite, an SLH Hotel",179.8,EUR,,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-003754,Catalonia Mikado,3 estrelles,68,134,registro,coordenada,1.0,7.0,Hotel Catalonia Mikado,118.17,EUR,3.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-003757,Catalonia Park Putxet,4 estrelles,152,288,registro,coordenada,1.0,14.0,Hotel Catalonia Park Putxet,126.02,EUR,4.0,3.8,google_hotels_2026-09-29_eur.csv,False,False
HB-003766,Madrazo,No aplica,8,15,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-003777,Limehome,3 estrelles,30,53,geocodificada,nombre_cerca,0.46,9.0,Limehome Barcelona Carrer de Fontcoberta,130.54,EUR,3.0,3.8,google_hotels_2026-09-29_eur.csv,False,False
HB-003781,Barcelona Gotic,No aplica,28,48,geocodificada,nombre_exacto,1.0,,Hotel Gòtic,193.08,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,True,True
HB-003785,Catalonia Castellnou,3 estrelles,49,59,registro,coordenada,1.0,4.0,Hotel Catalonia Castellnou,112.69,EUR,3.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-003790,Catalonia Park Güell,3 estrelles,141,254,registro,coordenada,1.0,15.0,Hotel Catalonia Park Güell,105.68,EUR,3.0,4.0,google_hotels_2026-09-29_eur.csv,False,False
HB-003791,Catalonia Sagrada Família,3 estrelles,205,337,registro,coordenada,1.0,44.0,Hotel Catalonia Sagrada Familia,156.12,EUR,3.0,4.0,google_hotels_2026-09-29_eur.csv,False,False
HB-003795,Catalonia Barcelona 505,4 estrelles,115,192,registro,coordenada,1.0,2.0,Hotel Catalonia Barcelona 505,155.97,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-003797,MONUMENT HOTEL,Gran luxe,109,210,registro,coordenada,1.0,18.0,Monument Hotel,526.5,EUR,5.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-003800,Barcelona City Seven,No aplica,7,13,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-003804,Bertran,3 estrelles,30,60,registro,coordenada,1.0,8.0,Aparthotel Bertran,133.69,EUR,3.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-003805,HOTEL REKORD,4 estrelles,13,26,registro,nombre_cerca,0.46,2.0,Atenea Rekord Suites,166.91,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-003809,Catalonia Atenas,4 estrelles,201,356,registro,coordenada,1.0,3.0,Hotel Catalonia Atenas,144.74,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-003821,HG CITY SUITES BARCELONA,4 estrelles,58,116,registro,coordenada,1.0,16.0,HG City Suites Barcelona,151.06,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-003827,ELLA HOSTEL RAMBLAS,No aplica,6,11,geocodificada,coordenada,1.0,10.0,Ella Hostel Ramblas,188.41,EUR,,3.9,google_hotels_2026-09-29_eur.csv,False,False
HB-003839,Trànsit,1 estrella,33,40,registro,nombre_exacto,1.0,,Hotel Transit,199.5,,,8.5,booking_unificados_2026-09-29.csv,False,False
HB-003841,Radio,No aplica,36,72,geocodificada,coordenada,0.59,2.0,Hostal Radio,,EUR,2.0,3.7,google_hotels_2026-09-29_eur.csv,False,False
HB-003846,Catalonia Plaça Catalunya,4 estrelles,147,257,registro,sin_cruce,0.0,,,,,,,,False,False
HB-003847,Pelayo,1 estrella,14,22,registro,coordenada,1.0,7.0,Hotel Pelayo,,EUR,1.0,3.8,google_hotels_2026-09-29_eur.csv,False,False
HB-003850,Regàs,No aplica,37,74,registro,coordenada,0.83,14.0,H Regàs,114.96,EUR,2.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-003851,"ALEXANDRA BARCELONA HOTEL, CURIO COLLECTION BY HILTON",4 estrelles superior,116,226,registro,coordenada,1.0,4.0,"Alexandra Barcelona Hotel, Curio Collection by Hilton",277.0,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-003859,Best Western Alfa Aeropuerto,4 estrelles,99,190,registro,sin_cruce,0.0,,,,,,,,False,False
HB-003860,NH Eixample,3 estrelles,81,149,registro,coordenada,1.0,24.0,Hotel NH Barcelona Eixample,171.14,EUR,3.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-003863,Aparthotel Bonanova,3 estrelles,21,42,registro,coordenada,0.73,2.0,Bonanova Suite Hotel,142.83,EUR,3.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-003865,Gravina,3 estrelles,84,142,registro,coordenada,0.61,6.0,Grupotel Gravina,144.04,EUR,3.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-003871,Alogar,No aplica,6,11,geocodificada,coordenada,0.63,1.0,Hostal Alogar,,EUR,2.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-003872,Bèjar 2,No aplica,11,15,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-003873,Catalonia Roma,3 estrelles,49,80,registro,coordenada,1.0,3.0,Hotel Catalonia Roma,152.94,EUR,3.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-003875,LA FRANÇA TRAVELLERS,2 estrelles,74,148,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-003878,Rívoli Ramblas,4 estrelles,125,241,registro,coordenada,0.81,56.0,Royal Ramblas Hotel,200.88,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,True,True
HB-003882,Ronda House,3 estrelles,84,147,registro,coordenada,1.0,22.0,Hotel Ronda House,186.89,EUR,3.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-003885,Arc La Rambla,3 estrelles,98,172,registro,coordenada,1.0,5.0,Hotel Arc La Rambla,155.98,EUR,3.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-003888,Balmes,4 estrelles,111,196,registro,coordenada,1.0,6.0,Hotel Balmes,195.81,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-003889,Barcelona City Street,No aplica,6,11,geocodificada,coordenada,0.76,5.0,Hostal Barcelona City Street,104.36,EUR,1.0,3.5,google_hotels_2026-09-29_eur.csv,False,False
HB-003891,HCC Hotel St. Moritz,4 estrelles,91,169,registro,coordenada,1.0,6.0,Hotel HCC St. Moritz,,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-003892,Hilton Barcelona,4 estrelles superior,290,580,registro,coordenada,1.0,17.0,Hilton Barcelona,289.48,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-003893,Reding,3 estrelles,44,86,registro,nombre_cerca,0.52,9.0,chic&basic Reding Hotel,175.0,EUR,3.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-003894,La Paloma,No aplica,33,66,geocodificada,nombre_cerca,0.52,13.0,H La Paloma Boutique,,EUR,2.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-003896,Guitart Grand Passage,4 estrelles superior,45,98,registro,sin_cruce,0.0,,,,,,,,False,False
HB-003901,Paral.lel,2 estrelles,66,122,registro,coordenada,1.0,3.0,Hotel Paral·lel,142.02,EUR,2.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-003906,HOTEL ALMIRANTE,4 estrelles,86,151,registro,coordenada,0.69,9.0,Hotel ILUNION Almirante,175.48,EUR,4.0,3.6,google_hotels_2026-09-29_eur.csv,False,False
HB-003914,Atlantis,3 estrelles,50,96,registro,sin_cruce,0.0,,,,,,,,False,False
HB-003915,Hotel Catalonia Boulevard,4 estrelles superior,110,215,registro,coordenada,1.0,24.0,Hotel Catalonia Boulevard,215.19,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-003916,Gran Hotel Havana,4 estrelles superior,145,290,registro,sin_cruce,0.0,,,,,,,,False,False
HB-003917,Médicis,2 estrelles,29,51,registro,coordenada,1.0,5.0,Hotel Medicis,,EUR,2.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-003918,Catalonia Diagonal Centro,4 estrelles,84,162,registro,nombre_exacto,1.0,,Catalonia Diagonal Centro,253.5,,,8.7,booking_unificados_2026-09-29.csv,False,False
HB-003923,Abbot,4 estrelles,42,78,registro,coordenada,1.0,9.0,Hotel Abbot,,EUR,4.0,3.6,google_hotels_2026-09-29_eur.csv,False,False
HB-003924,Delfos,No aplica,12,19,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-003925,Barcelona City Hotel-Universal,1 estrella,18,28,registro,coordenada,1.0,15.0,Barcelona City Hotel (Hotel Universal),149.91,EUR,1.0,3.4,google_hotels_2026-09-29_eur.csv,False,False
HB-003933,Hotel Claris and Spa,Gran luxe,124,244,registro,coordenada,0.74,21.0,"Claris Hotel and Spa, an SLH Hotel",268.85,EUR,5.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-003934,Acta City 47,4 estrelles,80,130,registro,coordenada,0.96,52.0,Acta City47,143.81,EUR,4.0,4.0,google_hotels_2026-09-29_eur.csv,False,False
HB-003939,Catalonia Albéniz,3 estrelles,47,86,registro,coordenada,1.0,5.0,Hotel Catalonia Albeniz,168.19,EUR,3.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-003940,INTERCONTINENTAL BARCELONA,5 estrelles,273,546,registro,coordenada,0.89,30.0,InterContinental Barcelona by IHG,714.16,EUR,5.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-003943,Gimón,No aplica,10,13,geocodificada,coordenada,0.59,9.0,Hostal Gimón Bcn,,EUR,,3.7,google_hotels_2026-09-29_eur.csv,False,False
HB-003944,Azul,3 estrelles,39,90,registro,sin_cruce,0.0,,,,,,,,False,False
HB-003947,NH Sant'Angelo,3 estrelles,50,71,registro,sin_cruce,0.0,,,,,,,,False,False
HB-003951,Silken Ramblas,4 estrelles,105,210,registro,coordenada,1.0,5.0,Hotel Silken Ramblas,211.77,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-003952,HOTEL CONDES DE BARCELONA,4 estrelles,74,143,registro,coordenada,1.0,30.0,Hotel Condes de Barcelona,261.83,EUR,4.0,4.7,google_hotels_2026-09-29_eur.csv,False,False
HB-003954,Barceló Sants,4 estrelles,377,754,registro,nombre_exacto,1.0,,Barceló Sants,154.16,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-003960,Hostal Mare Nostrum,No aplica,30,59,geocodificada,coordenada,1.0,4.0,Hostal Mare Nostrum,170.14,EUR,2.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-003961,Hotel Gran Melià Torre Melina,5 estrelles,432,866,registro,nombre_unico,0.52,,"Torre Melina, a Gran Meliá Hotel",276.03,EUR,5.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-003965,H10 Catalunya Plaza,3 estrelles,46,74,registro,coordenada,0.81,8.0,H10 Catalunya Plaza Boutique Hotel,199.77,EUR,3.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-003967,Catalonia Barcelona Plaza,4 estrelles,347,658,registro,coordenada,1.0,27.0,Hotel Catalonia Barcelona Plaza,176.9,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-003969,Gran Hotel Barcino,4 estrelles,61,116,registro,coordenada,1.0,6.0,Gran Hotel Barcino,214.63,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-003970,Century Park,3 estrelles,47,68,registro,coordenada,0.74,4.0,Barcelona Century Hotel,143.91,EUR,3.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-003971,Ònix Fira,3 estrelles,80,150,registro,coordenada,1.0,9.0,Hotel Onix Fira,131.67,EUR,3.0,3.7,google_hotels_2026-09-29_eur.csv,False,False
HB-003972,HOTEL ENTENZA,3 estrelles,48,91,registro,coordenada,0.61,8.0,Hotel Bohemian Entenza,131.38,EUR,3.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-003973,Husa L'Illa,4 estrelles,103,204,registro,coordenada,0.55,38.0,AC Hotel Diagonal L´Illa,225.9,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-003974,Iznajar,No aplica,8,13,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-003984,Arts Barcelona,Gran luxe,494,1012,registro,coordenada,1.0,12.0,Hotel Arts Barcelona,457.16,EUR,5.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-003985,NH Podium,4 estrelles,145,280,registro,coordenada,0.62,27.0,Hotel NH Collection Barcelona Pódium,244.05,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-003988,Barcelona Apolo Affiliated by Melia,4 estrelles,314,614,registro,sin_cruce,0.0,,,,,,,,False,False
HB-003989,H Top BCN City,1 estrella,40,75,registro,coordenada,0.95,20.0,Hotel htop BCN City,149.48,EUR,2.0,3.0,google_hotels_2026-09-29_eur.csv,False,False
HB-003991,Atenea Barcelona Aparthotel,4 estrelles,105,210,registro,coordenada,1.0,16.0,Aparthotel Atenea Barcelona,260.32,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-003992,Citadines,3 estrelles,131,262,registro,coordenada,0.56,6.0,Citadines Ramblas Barcelona (Apart Hotel Barcelona),191.71,EUR,3.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004002,Caledonian,3 estrelles,57,98,registro,nombre_exacto,1.0,,Caledonian,216.5,,,8.6,booking_unificados_2026-09-29.csv,False,False
HB-004005,HOSTAL SOFIA,No aplica,12,20,geocodificada,nombre,0.87,,Hostal Fina,,EUR,2.0,4.0,google_hotels_2026-09-29_eur.csv,True,True
HB-004010,HOTEL ALIMARA BARCELONA,4 estrelles,156,312,registro,coordenada,1.0,9.0,Hotel Alimara,90.49,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004012,Glòries,3 estrelles,67,94,registro,coordenada,1.0,19.0,Hotel Glories Barcelona,135.84,EUR,3.0,3.9,google_hotels_2026-09-29_eur.csv,False,False
HB-004013,Acacia Aparthotel,4 estrelles,26,52,registro,nombre_cerca,0.4,2.0,Acacia Suite Hotel - WEB OFICIAL ®,170.29,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004025,ANGLI-78,2 estrelles,10,22,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004026,Flor Parks,3 estrelles,26,37,registro,coordenada,1.0,1.0,Hotel Flor Parks,185.92,EUR,3.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004027,Turó de Vilana,4 estrelles,20,36,registro,coordenada,0.71,15.0,Vilana Hotel,152.52,EUR,4.0,4.0,google_hotels_2026-09-29_eur.csv,False,False
HB-004028,Lazza,No aplica,6,10,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004030,APARTHOTEL NÀPOLS**,2 estrelles,39,100,registro,coordenada,1.0,3.0,Aparthotel Nàpols,173.19,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004036,Catalonia Portal de l'Angel,3 estrelles,83,159,registro,coordenada,1.0,3.0,Hotel Catalonia Portal de l'Àngel,222.73,EUR,3.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004038,Comte,2 estrelles,42,70,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004039,Hostal Eden,No aplica,12,16,geocodificada,coordenada,1.0,6.0,Hostal Eden,,EUR,2.0,3.3,google_hotels_2026-09-29_eur.csv,True,True
HB-004046,HOTEL SANT PAU,3 estrelles,93,177,registro,coordenada,1.0,26.0,Hotel Sant Pau,122.1,EUR,3.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004050,Acta Splendid,3 estrelles,40,78,registro,nombre_exacto,1.0,,Acta Splendid,234.5,,,8.8,booking_unificados_2026-09-29.csv,False,False
HB-004054,Sant Gervasi,3 estrelles,63,124,registro,coordenada,0.77,8.0,Hotel Silken Sant Gervasi,134.45,EUR,3.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004058,Midmost,4 estrelles,56,98,registro,coordenada,1.0,14.0,Hotel Midmost Barcelona,194.03,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004063,Hotel Kimpton Vividora,5 estrelles,156,276,registro,coordenada,1.0,8.0,Kimpton Vividora Barcelona,306.33,EUR,5.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004071,Viladomat,3 estrelles,81,162,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004074,Guillermo Tell,4 estrelles,61,119,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004075,LIHSA HOTELES SA,3 estrelles,56,108,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004077,Brustar Sant Pau Aristol,3 estrelles,22,44,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004078,HOTEL ABBA SANTS,4 estrelles,140,265,registro,coordenada,1.0,3.0,abba Sants Hotel,169.51,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004080,Hostalet de Barcelona,No aplica,9,10,geocodificada,coordenada,1.0,9.0,Hostalet Barcelona,125.92,EUR,2.0,3.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004083,Petit,No aplica,4,7,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004084,The Moods Oasis,3 estrelles,36,65,registro,coordenada,1.0,3.0,The Moods Oasis,153.41,EUR,3.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004086,Sansi Pedralbes,4 estrelles,64,115,registro,coordenada,1.0,16.0,Hotel Sansi Pedralbes,238.15,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004087,Marvi,2 estrelles,30,56,registro,coordenada,1.0,11.0,Hotel Marvi,,EUR,2.0,3.9,google_hotels_2026-09-29_eur.csv,False,False
HB-004088,Hcc Hotel Montblanc,3 estrelles,157,307,registro,coordenada,1.0,21.0,Hotel HCC Montblanc,153.3,EUR,3.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004090,Sense especificar,2 estrelles,40,56,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004092,Goya Principal,No aplica,7,13,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004094,Catalonia La Pedrera,4 estrelles,79,128,registro,coordenada,0.73,4.0,Hotel Catalonia Gracia,190.21,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004097,Roger de Lluria,4 estrelles,48,87,registro,coordenada,1.0,14.0,Hotel Roger de Llúria,215.31,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004101,HOTEL EXE LAIETANA PALACE,4 estrelles,62,95,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004102,Continental Palacete,3 estrelles,19,24,registro,coordenada,1.0,17.0,Hotel Continental Palacete,192.4,EUR,3.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004103,HOTEL FOUR POINTS BY SHERATON BARCELONA DIAGONAL,4 estrelles,154,308,registro,coordenada,1.0,17.0,Four Points by Sheraton Barcelona Diagonal,307.75,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004104,Que Tal,No aplica,13,23,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004107,BCN Condal Apartments,No aplica,8,16,geocodificada,nombre,0.86,,Barcelona Central apartments,,EUR,2.0,3.6,google_hotels_2026-09-29_eur.csv,False,True
HB-004112,Praktik Rambla,No aplica,37,70,geocodificada,coordenada,1.0,13.0,Hotel Praktik Rambla,,EUR,3.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004114,Barcelona Universal,4 estrelles,167,334,registro,coordenada,1.0,6.0,Hotel Barcelona Universal,166.31,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004116,Hostal del Palau,No aplica,7,13,geocodificada,coordenada,1.0,1.0,Hostal del Palau,122.72,EUR,2.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004117,Colors,1 estrella,25,45,registro,coordenada,1.0,29.0,Hotel Colors | Barcelona,93.27,EUR,2.0,3.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004120,Hostal Eden II,No aplica,6,11,geocodificada,coordenada,0.88,6.0,Hostal Eden,,EUR,2.0,3.3,google_hotels_2026-09-29_eur.csv,True,True
